n_estimators,max_depth,criterion,accuracy,precision,recall,f1,preparationTime
50,300,gini,0.733534946236559,0.7767881241565452,0.6847222222222222,0.6847222222222222,0.002158343085110128
100,300,gini,0.7446236559139785,0.7606227106227106,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,300,gini,0.7234543010752689,0.7328449328449329,0.7472222222222222,0.7472222222222222,0.002158343085110128
50,300,gini,0.7130376344086021,0.75,0.6625,0.6625,0.002158343085110128
100,300,gini,0.7019489247311829,0.7314439946018894,0.6819444444444445,0.6819444444444445,0.002158343085110128
200,300,gini,0.7130376344086021,0.7264957264957266,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,300,gini,0.7449596774193549,0.7912457912457912,0.6847222222222222,0.6847222222222222,0.002158343085110128
100,300,gini,0.7130376344086021,0.7238095238095238,0.725,0.725,0.002158343085110128
200,300,gini,0.7342069892473119,0.7484737484737485,0.7472222222222222,0.7472222222222222,0.002158343085110128
50,500,gini,0.7123655913978495,0.7610313662945242,0.6625,0.6625,0.002158343085110128
100,500,gini,0.7657930107526881,0.7767881241565452,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,500,gini,0.7342069892473119,0.7431623931623932,0.7472222222222222,0.7472222222222222,0.002158343085110128
50,500,gini,0.733534946236559,0.7767881241565452,0.6847222222222222,0.6847222222222222,0.002158343085110128
100,500,gini,0.7446236559139785,0.7606227106227106,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,500,gini,0.7234543010752689,0.7328449328449329,0.7472222222222222,0.7472222222222222,0.002158343085110128
50,500,gini,0.7130376344086021,0.75,0.6625,0.6625,0.002158343085110128
100,500,gini,0.7019489247311829,0.7314439946018894,0.6819444444444445,0.6819444444444445,0.002158343085110128
200,500,gini,0.7130376344086021,0.7264957264957266,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,500,gini,0.7449596774193549,0.7912457912457912,0.6847222222222222,0.6847222222222222,0.002158343085110128
100,500,gini,0.7130376344086021,0.7238095238095238,0.725,0.725,0.002158343085110128
200,500,gini,0.7342069892473119,0.7484737484737485,0.7472222222222222,0.7472222222222222,0.002158343085110128
50,10,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,10,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,10,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,10,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,10,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,10,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,10,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,10,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,10,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,10,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,10,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,10,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,30,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,30,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,30,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,30,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,30,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,30,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,30,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,30,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,30,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,30,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,30,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,30,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,50,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,50,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,50,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,50,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,50,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,50,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,50,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,50,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,50,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,50,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,50,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,50,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,100,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,100,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,100,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,100,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,100,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,100,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,100,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,100,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,100,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,100,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,100,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,100,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,300,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,300,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,300,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,300,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,300,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,300,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,300,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,300,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,300,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,300,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,300,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,300,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,500,entropy,0.7022849462365591,0.7510582010582011,0.6638888888888889,0.6638888888888889,0.002158343085110128
100,500,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
200,500,entropy,0.7234543010752689,0.7580010632642211,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,500,entropy,0.7123655913978495,0.7198172198172198,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,500,entropy,0.7550403225806451,0.7745989304812834,0.7680555555555556,0.7680555555555556,0.002158343085110128
200,500,entropy,0.7342069892473119,0.7641414141414141,0.7263888888888889,0.7263888888888889,0.002158343085110128
50,500,entropy,0.7338709677419355,0.7743664717348927,0.7055555555555556,0.7055555555555556,0.002158343085110128
100,500,entropy,0.7234543010752689,0.7488507364668355,0.725,0.725,0.002158343085110128
200,500,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
50,500,entropy,0.7547043010752689,0.7716307814992026,0.7472222222222222,0.7472222222222222,0.002158343085110128
100,500,entropy,0.7342069892473119,0.7549910873440285,0.7472222222222222,0.7472222222222222,0.002158343085110128
200,500,entropy,0.7130376344086021,0.7427232854864435,0.7041666666666666,0.7041666666666666,0.002158343085110128
