rf__n_estimators,rf__max_depth,rf__min_samples_split,rf__min_samples_leaf,rf__criterion,fold,threshold,accuracy,precision,recall,f1,mcc
50,20,10,5,entropy,2,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,20,10,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
50,20,10,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
50,20,10,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
50,30,5,2,gini,1,0.5,0.9137931034482759,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.636231857281249
50,30,5,2,gini,2,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
50,30,5,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
50,30,5,2,gini,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
50,30,5,2,gini,5,0.5,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
50,30,5,2,entropy,1,0.5,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
50,30,5,2,entropy,2,0.5,0.9655172413793104,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8684807256235828
50,30,5,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
50,30,5,2,entropy,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
50,30,5,2,entropy,5,0.5,0.9649122807017544,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8680555555555556
50,30,5,5,gini,1,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,30,5,5,gini,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
50,30,5,5,gini,3,0.5,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
50,30,5,5,gini,4,0.5,0.8947368421052632,0.8,0.4444444444444444,0.5714285714285714,0.5460375914550676
50,30,5,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
50,30,5,5,entropy,1,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
50,30,5,5,entropy,2,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,30,5,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
50,30,5,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
50,30,5,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
50,30,10,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
50,30,10,2,gini,2,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,30,10,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
50,30,10,2,gini,4,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
50,30,10,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
50,30,10,2,entropy,1,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
50,30,10,2,entropy,2,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
50,30,10,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
50,30,10,2,entropy,4,0.5,0.9122807017543859,0.75,0.6666666666666666,0.7058823529411765,0.6561133239597798
50,30,10,2,entropy,5,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
50,30,10,5,gini,1,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,30,10,5,gini,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
50,30,10,5,gini,3,0.5,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
50,30,10,5,gini,4,0.5,0.8947368421052632,0.8,0.4444444444444444,0.5714285714285714,0.5460375914550676
50,30,10,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
50,30,10,5,entropy,1,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
50,30,10,5,entropy,2,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
50,30,10,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
50,30,10,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
50,30,10,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,10,5,2,gini,1,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
100,10,5,2,gini,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,10,5,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,10,5,2,gini,4,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,5,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,5,2,entropy,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,10,5,2,entropy,2,0.5,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
100,10,5,2,entropy,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,10,5,2,entropy,4,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
100,10,5,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,5,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,5,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,10,5,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,5,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,10,5,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,10,5,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,5,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,5,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,5,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,10,5,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,10,10,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,10,10,2,gini,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,2,gini,3,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
100,10,10,2,gini,4,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,10,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,10,2,entropy,1,0.5,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
100,10,10,2,entropy,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,10,10,2,entropy,3,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,10,10,2,entropy,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
100,10,10,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,10,10,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,10,10,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,10,10,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,10,10,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,10,10,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,10,10,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,20,5,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,20,5,2,gini,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,20,5,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,20,5,2,gini,4,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
100,20,5,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,20,5,2,entropy,1,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,20,5,2,entropy,2,0.5,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
100,20,5,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
100,20,5,2,entropy,4,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
100,20,5,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,20,5,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,5,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,20,5,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,5,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,20,5,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,20,5,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,5,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,5,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,5,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,20,5,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,20,10,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,20,10,2,gini,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,2,gini,3,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,20,10,2,gini,4,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,20,10,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,20,10,2,entropy,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,20,10,2,entropy,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,20,10,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
100,20,10,2,entropy,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
100,20,10,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,20,10,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,20,10,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,20,10,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,20,10,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,20,10,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,20,10,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,30,5,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,30,5,2,gini,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,30,5,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,30,5,2,gini,4,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
100,30,5,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,30,5,2,entropy,1,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,30,5,2,entropy,2,0.5,0.9827586206896551,1.0,0.8888888888888888,0.9411764705882353,0.9333333333333333
100,30,5,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
100,30,5,2,entropy,4,0.5,0.9473684210526315,0.875,0.7777777777777778,0.8235294117647058,0.7946261367957334
100,30,5,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,30,5,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,5,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,30,5,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,5,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,30,5,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,30,5,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,5,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,5,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,5,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,30,5,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,30,10,2,gini,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,30,10,2,gini,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,2,gini,3,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,30,10,2,gini,4,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,30,10,2,gini,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,30,10,2,entropy,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
100,30,10,2,entropy,2,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
100,30,10,2,entropy,3,0.5,0.9482758620689655,0.875,0.7777777777777778,0.8235294117647058,0.7952380952380952
100,30,10,2,entropy,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
100,30,10,2,entropy,5,0.5,0.9473684210526315,1.0,0.6666666666666666,0.8,0.7921180343813394
100,30,10,5,gini,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,5,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
100,30,10,5,gini,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,5,gini,4,0.5,0.8771929824561403,0.75,0.3333333333333333,0.46153846153846156,0.44609151696645605
100,30,10,5,gini,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
100,30,10,5,entropy,1,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,5,entropy,2,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,5,entropy,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
100,30,10,5,entropy,4,0.5,0.9122807017543859,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6353446734100326
100,30,10,5,entropy,5,0.5,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
200,10,5,2,gini,1,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
200,10,5,2,gini,2,0.5,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
200,10,5,2,gini,3,0.5,0.9655172413793104,1.0,0.7777777777777778,0.875,0.8644516692407731
200,10,5,2,gini,4,0.5,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
200,10,5,2,gini,5,0.5,0.9649122807017544,1.0,0.7777777777777778,0.875,0.8640987597877147
200,10,5,2,entropy,1,0.5,0.9482758620689655,1.0,0.6666666666666666,0.8,0.792593923901217
