pca__n_components,max_depth,learning_rate,n_estimators,fold,threshold,accuracy,precision,recall,f1,mcc
220,5,0.1,100,3,0.30000000000000004,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,100,3,0.4,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,100,3,0.5,0.8448275862068966,0.5,0.1111111111111111,0.18181818181818182,0.1799830823853463
220,5,0.1,100,3,0.6,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,100,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,100,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,100,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,100,4,0.1,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
220,5,0.1,100,4,0.2,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
220,5,0.1,100,4,0.30000000000000004,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.4,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.7000000000000001,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.8,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,100,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,100,5,0.1,0.9122807017543859,0.75,0.6666666666666666,0.7058823529411765,0.6561133239597798
220,5,0.1,100,5,0.2,0.8596491228070176,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.328866678429223
220,5,0.1,100,5,0.30000000000000004,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,100,5,0.4,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,100,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,100,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,100,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,100,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,100,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,150,1,0.1,0.8275862068965517,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3424036281179138
220,5,0.1,150,1,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,150,1,0.30000000000000004,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,150,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,150,1,0.5,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,150,1,0.6,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,150,1,0.7000000000000001,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,150,1,0.8,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,150,1,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,150,2,0.1,0.896551724137931,0.7142857142857143,0.5555555555555556,0.625,0.5721006673984126
220,5,0.1,150,2,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,150,2,0.30000000000000004,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.1,150,2,0.4,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.1,150,2,0.5,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,150,2,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,150,2,0.7000000000000001,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,150,2,0.8,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,150,2,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,150,3,0.1,0.8793103448275862,0.625,0.5555555555555556,0.5882352941176471,0.5190476190476191
220,5,0.1,150,3,0.2,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,150,3,0.30000000000000004,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,150,3,0.4,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,150,3,0.5,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,150,3,0.6,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,150,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,150,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,150,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,150,4,0.1,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
220,5,0.1,150,4,0.2,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
220,5,0.1,150,4,0.30000000000000004,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
220,5,0.1,150,4,0.4,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,150,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,150,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,150,4,0.7000000000000001,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,150,4,0.8,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,150,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,150,5,0.1,0.9122807017543859,0.75,0.6666666666666666,0.7058823529411765,0.6561133239597798
220,5,0.1,150,5,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.1,150,5,0.30000000000000004,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,150,5,0.4,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,150,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,150,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,150,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,150,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,150,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,200,1,0.1,0.8448275862068966,0.5,0.4444444444444444,0.47058823529411764,0.38095238095238093
220,5,0.1,200,1,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,200,1,0.30000000000000004,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,200,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.1,200,1,0.5,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,200,1,0.6,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,200,1,0.7000000000000001,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,200,1,0.8,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,200,1,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,200,2,0.1,0.896551724137931,0.7142857142857143,0.5555555555555556,0.625,0.5721006673984126
220,5,0.1,200,2,0.2,0.896551724137931,0.7142857142857143,0.5555555555555556,0.625,0.5721006673984126
220,5,0.1,200,2,0.30000000000000004,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.1,200,2,0.4,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.1,200,2,0.5,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,200,2,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,200,2,0.7000000000000001,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,200,2,0.8,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,200,2,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.1,200,3,0.1,0.8793103448275862,0.625,0.5555555555555556,0.5882352941176471,0.5190476190476191
220,5,0.1,200,3,0.2,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.1,200,3,0.30000000000000004,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,200,3,0.4,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,200,3,0.5,0.8620689655172413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.32993526681131213
220,5,0.1,200,3,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.1,200,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,200,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,200,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.1,200,4,0.1,0.9298245614035088,0.8571428571428571,0.6666666666666666,0.75,0.7175105773237274
220,5,0.1,200,4,0.2,0.9298245614035088,1.0,0.5555555555555556,0.7142857142857143,0.7161148740394329
220,5,0.1,200,4,0.30000000000000004,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
220,5,0.1,200,4,0.4,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,4,0.7000000000000001,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,4,0.8,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,200,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,200,5,0.1,0.9122807017543859,0.75,0.6666666666666666,0.7058823529411765,0.6561133239597798
220,5,0.1,200,5,0.2,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,5,0.30000000000000004,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.1,200,5,0.4,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.1,200,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,200,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,200,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,200,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.1,200,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,1,0.1,0.8275862068965517,0.45454545454545453,0.5555555555555556,0.5,0.4000081140595553
220,5,0.3,100,1,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,100,1,0.30000000000000004,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,100,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,100,1,0.5,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,100,1,0.6,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,100,1,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,100,1,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,100,1,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,100,2,0.1,0.8448275862068966,0.5,0.6666666666666666,0.5714285714285714,0.4864323032907135
220,5,0.3,100,2,0.2,0.8620689655172413,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.47392290249433106
220,5,0.3,100,2,0.30000000000000004,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
220,5,0.3,100,2,0.4,0.8620689655172413,0.6,0.3333333333333333,0.42857142857142855,0.37735271462657
220,5,0.3,100,2,0.5,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.3,100,2,0.6,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,100,2,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,100,2,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,100,2,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,100,3,0.1,0.9137931034482759,0.75,0.6666666666666666,0.7058823529411765,0.6571428571428571
220,5,0.3,100,3,0.2,0.9137931034482759,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.636231857281249
220,5,0.3,100,3,0.30000000000000004,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
220,5,0.3,100,3,0.4,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,100,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,100,3,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,100,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,100,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,100,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,100,4,0.1,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
220,5,0.3,100,4,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,100,4,0.30000000000000004,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,100,4,0.4,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,100,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,100,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,100,4,0.7000000000000001,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,100,4,0.8,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,100,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,100,5,0.1,0.8596491228070176,0.6,0.3333333333333333,0.42857142857142855,0.37596030887070225
220,5,0.3,100,5,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,100,5,0.30000000000000004,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.4,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,100,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,1,0.1,0.8275862068965517,0.45454545454545453,0.5555555555555556,0.5,0.4000081140595553
220,5,0.3,150,1,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,150,1,0.30000000000000004,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,150,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,150,1,0.5,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,150,1,0.6,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,150,1,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,150,1,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,150,1,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,150,2,0.1,0.8620689655172413,0.5454545454545454,0.6666666666666666,0.6,0.5214765466012004
220,5,0.3,150,2,0.2,0.8620689655172413,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.47392290249433106
220,5,0.3,150,2,0.30000000000000004,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
220,5,0.3,150,2,0.4,0.8620689655172413,0.6,0.3333333333333333,0.42857142857142855,0.37735271462657
220,5,0.3,150,2,0.5,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.3,150,2,0.6,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,150,2,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,150,2,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,150,2,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,150,3,0.1,0.9137931034482759,0.75,0.6666666666666666,0.7058823529411765,0.6571428571428571
220,5,0.3,150,3,0.2,0.9137931034482759,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.636231857281249
220,5,0.3,150,3,0.30000000000000004,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
220,5,0.3,150,3,0.4,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,150,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,150,3,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,150,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,150,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,150,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,150,4,0.1,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
220,5,0.3,150,4,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,150,4,0.30000000000000004,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,150,4,0.4,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,150,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,150,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,150,4,0.7000000000000001,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,150,4,0.8,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,150,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,150,5,0.1,0.8596491228070176,0.6,0.3333333333333333,0.42857142857142855,0.37596030887070225
220,5,0.3,150,5,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,150,5,0.30000000000000004,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.4,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,150,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,1,0.1,0.8275862068965517,0.45454545454545453,0.5555555555555556,0.5,0.4000081140595553
220,5,0.3,200,1,0.2,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,200,1,0.30000000000000004,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,200,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,200,1,0.5,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,200,1,0.6,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.3,200,1,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,200,1,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,200,1,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,200,2,0.1,0.8620689655172413,0.5454545454545454,0.6666666666666666,0.6,0.5214765466012004
220,5,0.3,200,2,0.2,0.8620689655172413,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.47392290249433106
220,5,0.3,200,2,0.30000000000000004,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
220,5,0.3,200,2,0.4,0.8620689655172413,0.6,0.3333333333333333,0.42857142857142855,0.37735271462657
220,5,0.3,200,2,0.5,0.8793103448275862,0.75,0.3333333333333333,0.46153846153846156,0.4471290800318499
220,5,0.3,200,2,0.6,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,200,2,0.7000000000000001,0.896551724137931,1.0,0.3333333333333333,0.5,0.5449492609130661
220,5,0.3,200,2,0.8,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,200,2,0.9,0.8620689655172413,1.0,0.1111111111111111,0.2,0.3090575499818436
220,5,0.3,200,3,0.1,0.9137931034482759,0.75,0.6666666666666666,0.7058823529411765,0.6571428571428571
220,5,0.3,200,3,0.2,0.9137931034482759,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.636231857281249
220,5,0.3,200,3,0.30000000000000004,0.9310344827586207,1.0,0.5555555555555556,0.7142857142857143,0.7166776363062763
220,5,0.3,200,3,0.4,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,200,3,0.5,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.3,200,3,0.6,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.3,200,3,0.7000000000000001,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,200,3,0.8,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,200,3,0.9,0.8448275862068966,1.0,0.0,0.0,0.0
220,5,0.3,200,4,0.1,0.9122807017543859,1.0,0.4444444444444444,0.6153846153846154,0.6344412685745152
220,5,0.3,200,4,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,200,4,0.30000000000000004,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,200,4,0.4,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,200,4,0.5,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,200,4,0.6,0.8771929824561403,1.0,0.2222222222222222,0.36363636363636365,0.4403855060505442
220,5,0.3,200,4,0.7000000000000001,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,200,4,0.8,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,200,4,0.9,0.8596491228070176,1.0,0.1111111111111111,0.2,0.3086066999241838
220,5,0.3,200,5,0.1,0.8596491228070176,0.6,0.3333333333333333,0.42857142857142855,0.37596030887070225
220,5,0.3,200,5,0.2,0.8947368421052632,1.0,0.3333333333333333,0.5,0.5443310539518174
220,5,0.3,200,5,0.30000000000000004,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.4,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.5,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.6,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.7000000000000001,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.8,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.3,200,5,0.9,0.8421052631578947,1.0,0.0,0.0,0.0
220,5,0.5,100,1,0.1,0.8448275862068966,0.5,0.5555555555555556,0.5263157894736842,0.4347004424644175
220,5,0.5,100,1,0.2,0.8793103448275862,0.625,0.5555555555555556,0.5882352941176471,0.5190476190476191
220,5,0.5,100,1,0.30000000000000004,0.8793103448275862,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.47986979066128105
220,5,0.5,100,1,0.4,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.5,100,1,0.5,0.896551724137931,0.8,0.4444444444444444,0.5714285714285714,0.5470151754664232
220,5,0.5,100,1,0.6,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.5,100,1,0.7000000000000001,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.5,100,1,0.8,0.9137931034482759,1.0,0.4444444444444444,0.6153846153846154,0.6350528962771202
220,5,0.5,100,1,0.9,0.8793103448275862,1.0,0.2222222222222222,0.36363636363636365,0.44095855184409843
220,5,0.5,100,2,0.1,0.8103448275862069,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.4259349952705581
220,5,0.5,100,2,0.2,0.8448275862068966,0.5,0.6666666666666666,0.5714285714285714,0.4864323032907135
