pca__n_components,max_depth,learning_rate,n_estimators,fold,threshold,accuracy,precision,recall,f1,mcc
180,3,0.1,200,4,0.30000000000000004,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,3,0.1,200,4,0.4,0.8983050847457628,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6066666666666667
180,3,0.1,200,4,0.5,0.9152542372881356,0.75,0.6666666666666666,0.7058823529411765,0.6581316394931646
180,3,0.1,200,4,0.6,0.9152542372881356,0.75,0.6666666666666666,0.7058823529411765,0.6581316394931646
180,3,0.1,200,4,0.7000000000000001,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.1,200,4,0.8,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.1,200,4,0.9,0.9322033898305084,1.0,0.5555555555555556,0.7142857142857143,0.7172191381865587
180,3,0.1,200,5,0.1,0.864406779661017,0.5,0.75,0.6,0.5378362527698295
180,3,0.1,200,5,0.2,0.8813559322033898,0.5454545454545454,0.75,0.631578947368421,0.5731055230778129
180,3,0.1,200,5,0.30000000000000004,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.1,200,5,0.4,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.1,200,5,0.5,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.1,200,5,0.6,0.9322033898305084,0.8333333333333334,0.625,0.7142857142857143,0.6857302556218087
180,3,0.1,200,5,0.7000000000000001,0.9152542372881356,0.8,0.5,0.6153846153846154,0.5905329129507862
180,3,0.1,200,5,0.8,0.9322033898305084,1.0,0.5,0.6666666666666666,0.6809084840390547
180,3,0.1,200,5,0.9,0.9322033898305084,1.0,0.5,0.6666666666666666,0.6809084840390547
180,3,0.3,100,1,0.1,0.85,0.5,0.8888888888888888,0.64,0.5910804632890487
180,3,0.3,100,1,0.2,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
180,3,0.3,100,1,0.30000000000000004,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21568627450980393
180,3,0.3,100,1,0.4,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
180,3,0.3,100,1,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
180,3,0.3,100,1,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,100,1,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,100,1,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
180,3,0.3,100,1,0.9,0.8333333333333334,0.0,0.0,0.0,-0.054690281762322934
180,3,0.3,100,2,0.1,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
180,3,0.3,100,2,0.2,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
180,3,0.3,100,2,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.3,100,2,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,100,2,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,100,2,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,100,2,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,100,2,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,100,2,0.9,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,100,3,0.1,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,3,0.3,100,3,0.2,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,100,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,100,3,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,100,3,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,100,3,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,100,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,100,3,0.8,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
180,3,0.3,100,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
180,3,0.3,100,4,0.1,0.864406779661017,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5706040662066904
180,3,0.3,100,4,0.2,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,3,0.3,100,4,0.30000000000000004,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,100,4,0.4,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,100,4,0.5,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,100,4,0.6,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
180,3,0.3,100,4,0.7000000000000001,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.3,100,4,0.8,0.9322033898305084,1.0,0.5555555555555556,0.7142857142857143,0.7172191381865587
180,3,0.3,100,4,0.9,0.9322033898305084,1.0,0.5555555555555556,0.7142857142857143,0.7172191381865587
180,3,0.3,100,5,0.1,0.847457627118644,0.4666666666666667,0.875,0.6086956521739131,0.5646321082850997
180,3,0.3,100,5,0.2,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
180,3,0.3,100,5,0.30000000000000004,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,100,5,0.4,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,100,5,0.5,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,100,5,0.6,0.9322033898305084,0.8333333333333334,0.625,0.7142857142857143,0.6857302556218087
180,3,0.3,100,5,0.7000000000000001,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,100,5,0.8,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,100,5,0.9,0.8983050847457628,1.0,0.25,0.4,0.47295265146345866
180,3,0.3,150,1,0.1,0.85,0.5,0.8888888888888888,0.64,0.5910804632890487
180,3,0.3,150,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
180,3,0.3,150,1,0.30000000000000004,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
180,3,0.3,150,1,0.4,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
180,3,0.3,150,1,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
180,3,0.3,150,1,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,150,1,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,150,1,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
180,3,0.3,150,1,0.9,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
180,3,0.3,150,2,0.1,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
180,3,0.3,150,2,0.2,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
180,3,0.3,150,2,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.3,150,2,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,150,2,0.5,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,150,2,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,150,2,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,150,2,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,150,2,0.9,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,150,3,0.1,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,3,0.3,150,3,0.2,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,150,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,150,3,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,150,3,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,150,3,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,150,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,150,3,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
180,3,0.3,150,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
180,3,0.3,150,4,0.1,0.864406779661017,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5706040662066904
180,3,0.3,150,4,0.2,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,3,0.3,150,4,0.30000000000000004,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,150,4,0.4,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,150,4,0.5,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,150,4,0.6,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,150,4,0.7000000000000001,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.3,150,4,0.8,0.9491525423728814,1.0,0.6666666666666666,0.8,0.793051585718144
180,3,0.3,150,4,0.9,0.9322033898305084,1.0,0.5555555555555556,0.7142857142857143,0.7172191381865587
180,3,0.3,150,5,0.1,0.847457627118644,0.4666666666666667,0.875,0.6086956521739131,0.5646321082850997
180,3,0.3,150,5,0.2,0.9152542372881356,0.6363636363636364,0.875,0.7368421052631579,0.7002229135349218
180,3,0.3,150,5,0.30000000000000004,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,150,5,0.4,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,150,5,0.5,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,150,5,0.6,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.3,150,5,0.7000000000000001,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,150,5,0.8,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,150,5,0.9,0.8983050847457628,1.0,0.25,0.4,0.47295265146345866
180,3,0.3,200,1,0.1,0.85,0.5,0.8888888888888888,0.64,0.5910804632890487
180,3,0.3,200,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
180,3,0.3,200,1,0.30000000000000004,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
180,3,0.3,200,1,0.4,0.8166666666666667,0.375,0.3333333333333333,0.35294117647058826,0.24715576637149037
180,3,0.3,200,1,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
180,3,0.3,200,1,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,200,1,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.3,200,1,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
180,3,0.3,200,1,0.9,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
180,3,0.3,200,2,0.1,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
180,3,0.3,200,2,0.2,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
180,3,0.3,200,2,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.3,200,2,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,200,2,0.5,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,200,2,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,200,2,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,200,2,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,200,2,0.9,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.3,200,3,0.1,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,3,0.3,200,3,0.2,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,200,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.3,200,3,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,200,3,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,200,3,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,200,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.3,200,3,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
180,3,0.3,200,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
180,3,0.3,200,4,0.1,0.864406779661017,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5706040662066904
180,3,0.3,200,4,0.2,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,3,0.3,200,4,0.30000000000000004,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,200,4,0.4,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,200,4,0.5,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,200,4,0.6,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.3,200,4,0.7000000000000001,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.3,200,4,0.8,0.9491525423728814,1.0,0.6666666666666666,0.8,0.793051585718144
180,3,0.3,200,4,0.9,0.9322033898305084,1.0,0.5555555555555556,0.7142857142857143,0.7172191381865587
180,3,0.3,200,5,0.1,0.847457627118644,0.4666666666666667,0.875,0.6086956521739131,0.5646321082850997
180,3,0.3,200,5,0.2,0.9152542372881356,0.6363636363636364,0.875,0.7368421052631579,0.7002229135349218
180,3,0.3,200,5,0.30000000000000004,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,200,5,0.4,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,200,5,0.5,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
180,3,0.3,200,5,0.6,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.3,200,5,0.7000000000000001,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,200,5,0.8,0.9491525423728814,1.0,0.625,0.7692307692307693,0.768295371441074
180,3,0.3,200,5,0.9,0.8983050847457628,1.0,0.25,0.4,0.47295265146345866
180,3,0.5,100,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
180,3,0.5,100,1,0.2,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
180,3,0.5,100,1,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,100,1,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,100,1,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,100,1,0.6,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,3,0.5,100,1,0.7000000000000001,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,3,0.5,100,1,0.8,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.5,100,1,0.9,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
180,3,0.5,100,2,0.1,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
180,3,0.5,100,2,0.2,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,3,0.5,100,2,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
180,3,0.5,100,2,0.4,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
180,3,0.5,100,2,0.5,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
180,3,0.5,100,2,0.6,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.5,100,2,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.5,100,2,0.8,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
180,3,0.5,100,2,0.9,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.1,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
180,3,0.5,100,3,0.2,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
180,3,0.5,100,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
180,3,0.5,100,3,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
180,3,0.5,100,3,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
180,3,0.5,100,4,0.1,0.8813559322033898,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6054161897450039
180,3,0.5,100,4,0.2,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579,0.6878571016499353
180,3,0.5,100,4,0.30000000000000004,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.4,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.5,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.6,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.7000000000000001,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.8,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
180,3,0.5,100,4,0.9,0.9322033898305084,0.8571428571428571,0.6666666666666666,0.75,0.7190118371612682
180,3,0.5,100,5,0.1,0.847457627118644,0.46153846153846156,0.75,0.5714285714285714,0.5061268009552122
180,3,0.5,100,5,0.2,0.8983050847457628,0.6,0.75,0.6666666666666666,0.6128051991333249
180,3,0.5,100,5,0.30000000000000004,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.5,100,5,0.4,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.5,100,5,0.5,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.5,100,5,0.6,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
180,3,0.5,100,5,0.7000000000000001,0.9322033898305084,0.8333333333333334,0.625,0.7142857142857143,0.6857302556218087
180,3,0.5,100,5,0.8,0.8983050847457628,0.75,0.375,0.5,0.48397906953756337
180,3,0.5,100,5,0.9,0.864406779661017,0.5,0.125,0.2,0.1993820001267522
180,3,0.5,150,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56,0.48553038055886144
180,3,0.5,150,1,0.2,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
180,3,0.5,150,1,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,150,1,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,150,1,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
180,3,0.5,150,1,0.6,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,3,0.5,150,1,0.7000000000000001,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
180,3,0.5,150,1,0.8,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
180,3,0.5,150,1,0.9,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
180,3,0.5,150,2,0.1,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
