n_neighbors,weights,algorithm,leaf_size,p,fold,threshold,accuracy,precision,recall,f1,mcc
3,uniform,ball_tree,30,2,4,0.7000000000000001,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,30,2,4,0.8,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,30,2,4,0.9,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,30,2,5,0.1,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,30,2,5,0.2,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,30,2,5,0.30000000000000004,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,30,2,5,0.4,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,30,2,5,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,30,2,5,0.6,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,30,2,5,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,ball_tree,30,2,5,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,ball_tree,30,2,5,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,ball_tree,50,1,1,0.1,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,ball_tree,50,1,1,0.2,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,ball_tree,50,1,1,0.30000000000000004,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,ball_tree,50,1,1,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,1,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,1,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,1,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,1,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,1,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.1,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,ball_tree,50,1,2,0.2,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,ball_tree,50,1,2,0.30000000000000004,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,ball_tree,50,1,2,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.1,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,ball_tree,50,1,3,0.2,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,ball_tree,50,1,3,0.30000000000000004,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,ball_tree,50,1,3,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,3,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.1,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,1,4,0.2,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,1,4,0.30000000000000004,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,1,4,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,4,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.1,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,ball_tree,50,1,5,0.2,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,ball_tree,50,1,5,0.30000000000000004,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,ball_tree,50,1,5,0.4,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.5,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.6,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.7000000000000001,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.8,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,1,5,0.9,0.5,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,2,1,0.1,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,ball_tree,50,2,1,0.2,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,ball_tree,50,2,1,0.30000000000000004,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,ball_tree,50,2,1,0.4,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,ball_tree,50,2,1,0.5,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,ball_tree,50,2,1,0.6,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,ball_tree,50,2,1,0.7000000000000001,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,ball_tree,50,2,1,0.8,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,ball_tree,50,2,1,0.9,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,ball_tree,50,2,2,0.1,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,ball_tree,50,2,2,0.2,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,ball_tree,50,2,2,0.30000000000000004,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,ball_tree,50,2,2,0.4,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,ball_tree,50,2,2,0.5,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,ball_tree,50,2,2,0.6,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,ball_tree,50,2,2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,2,2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,2,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,ball_tree,50,2,3,0.1,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,ball_tree,50,2,3,0.2,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,ball_tree,50,2,3,0.30000000000000004,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,ball_tree,50,2,3,0.4,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,ball_tree,50,2,3,0.5,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,ball_tree,50,2,3,0.6,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,ball_tree,50,2,3,0.7000000000000001,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,2,3,0.8,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,2,3,0.9,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,ball_tree,50,2,4,0.1,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,ball_tree,50,2,4,0.2,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,ball_tree,50,2,4,0.30000000000000004,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,ball_tree,50,2,4,0.4,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,ball_tree,50,2,4,0.5,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,ball_tree,50,2,4,0.6,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,ball_tree,50,2,4,0.7000000000000001,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,50,2,4,0.8,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,50,2,4,0.9,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,ball_tree,50,2,5,0.1,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,50,2,5,0.2,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,50,2,5,0.30000000000000004,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,ball_tree,50,2,5,0.4,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,50,2,5,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,50,2,5,0.6,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,ball_tree,50,2,5,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,ball_tree,50,2,5,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,ball_tree,50,2,5,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,kd_tree,30,1,1,0.1,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,30,1,1,0.2,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,30,1,1,0.30000000000000004,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,30,1,1,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,1,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,1,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,1,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,1,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,1,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.1,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,30,1,2,0.2,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,30,1,2,0.30000000000000004,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,30,1,2,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.1,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,30,1,3,0.2,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,30,1,3,0.30000000000000004,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,30,1,3,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,3,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.1,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,1,4,0.2,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,1,4,0.30000000000000004,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,1,4,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,4,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.1,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,30,1,5,0.2,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,30,1,5,0.30000000000000004,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,30,1,5,0.4,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.5,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.6,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.7000000000000001,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.8,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,1,5,0.9,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,2,1,0.1,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,kd_tree,30,2,1,0.2,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,kd_tree,30,2,1,0.30000000000000004,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,kd_tree,30,2,1,0.4,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,kd_tree,30,2,1,0.5,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,kd_tree,30,2,1,0.6,0.6842105263157895,0.8333333333333334,0.5,0.625,0.41773367652300253
3,uniform,kd_tree,30,2,1,0.7000000000000001,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,kd_tree,30,2,1,0.8,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,kd_tree,30,2,1,0.9,0.5263157894736842,0.6666666666666666,0.2,0.3076923076923077,0.12171612389003691
3,uniform,kd_tree,30,2,2,0.1,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,kd_tree,30,2,2,0.2,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,kd_tree,30,2,2,0.30000000000000004,0.47368421052631576,0.5,0.7,0.5833333333333334,-0.08819171036881969
3,uniform,kd_tree,30,2,2,0.4,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,kd_tree,30,2,2,0.5,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,kd_tree,30,2,2,0.6,0.631578947368421,1.0,0.3,0.46153846153846156,0.4107919181288746
3,uniform,kd_tree,30,2,2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,2,2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,2,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,30,2,3,0.1,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,kd_tree,30,2,3,0.2,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,kd_tree,30,2,3,0.30000000000000004,0.7894736842105263,0.7272727272727273,0.8888888888888888,0.8,0.5955432118425306
3,uniform,kd_tree,30,2,3,0.4,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,kd_tree,30,2,3,0.5,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,kd_tree,30,2,3,0.6,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.75,0.5865557254410011
3,uniform,kd_tree,30,2,3,0.7000000000000001,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,2,3,0.8,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,2,3,0.9,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,30,2,4,0.1,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,kd_tree,30,2,4,0.2,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,kd_tree,30,2,4,0.30000000000000004,0.631578947368421,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.32756920994133026
3,uniform,kd_tree,30,2,4,0.4,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,kd_tree,30,2,4,0.5,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,kd_tree,30,2,4,0.6,0.631578947368421,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.26257545381445874
3,uniform,kd_tree,30,2,4,0.7000000000000001,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,kd_tree,30,2,4,0.8,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,kd_tree,30,2,4,0.9,0.6842105263157895,1.0,0.3333333333333333,0.5,0.45643546458763845
3,uniform,kd_tree,30,2,5,0.1,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,kd_tree,30,2,5,0.2,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,kd_tree,30,2,5,0.30000000000000004,0.5,0.5,0.4444444444444444,0.47058823529411764,0.0
3,uniform,kd_tree,30,2,5,0.4,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,kd_tree,30,2,5,0.5,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,kd_tree,30,2,5,0.6,0.6111111111111112,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.2357022603955158
3,uniform,kd_tree,30,2,5,0.7000000000000001,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,kd_tree,30,2,5,0.8,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,kd_tree,30,2,5,0.9,0.6666666666666666,1.0,0.3333333333333333,0.5,0.4472135954999579
3,uniform,kd_tree,50,1,1,0.1,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,50,1,1,0.2,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,50,1,1,0.30000000000000004,0.47368421052631576,0.5,0.1,0.16666666666666666,-0.018077538151554683
3,uniform,kd_tree,50,1,1,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,1,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,1,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,1,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,1,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,1,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.1,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,50,1,2,0.2,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,50,1,2,0.30000000000000004,0.3157894736842105,0.3333333333333333,0.3,0.3157894736842105,-0.36666666666666664
3,uniform,kd_tree,50,1,2,0.4,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.5,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.6,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.7000000000000001,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.8,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,2,0.9,0.47368421052631576,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.1,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,50,1,3,0.2,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,50,1,3,0.30000000000000004,0.47368421052631576,0.0,0.0,0.0,-0.22360679774997896
3,uniform,kd_tree,50,1,3,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,3,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.1,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,50,1,4,0.2,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,50,1,4,0.30000000000000004,0.7368421052631579,1.0,0.4444444444444444,0.6153846153846154,0.5443310539518174
3,uniform,kd_tree,50,1,4,0.4,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.5,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.6,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.7000000000000001,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.8,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,4,0.9,0.5263157894736842,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.1,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,50,1,5,0.2,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,50,1,5,0.30000000000000004,0.5555555555555556,1.0,0.1111111111111111,0.2,0.24253562503633297
3,uniform,kd_tree,50,1,5,0.4,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.5,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.6,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.7000000000000001,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.8,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,1,5,0.9,0.5,1.0,0.0,0.0,0.0
3,uniform,kd_tree,50,2,1,0.1,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,kd_tree,50,2,1,0.2,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
3,uniform,kd_tree,50,2,1,0.30000000000000004,0.5263157894736842,0.5454545454545454,0.6,0.5714285714285714,0.044946657497549475
