pca__n_components,svm__C,svm__kernel,fold,threshold,accuracy,precision,recall,f1,mcc
150,0.1,poly,2,0.4,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
150,0.1,poly,3,0.2,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.4,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.5,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.6,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,3,0.9,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
150,0.1,poly,4,0.2,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.4,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.5,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.6,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,4,0.9,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
150,0.1,poly,5,0.2,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.4,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.5,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.6,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,poly,5,0.9,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,1,0.1,0.4098360655737705,0.19047619047619047,0.8,0.3076923076923077,0.10659145217852672
150,0.1,sigmoid,1,0.2,0.8360655737704918,0.5,0.6,0.5454545454545454,0.44922235061060267
150,0.1,sigmoid,1,0.30000000000000004,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
150,0.1,sigmoid,1,0.4,0.8688524590163934,0.6666666666666666,0.4,0.5,0.4485137534646401
150,0.1,sigmoid,1,0.5,0.8360655737704918,0.5,0.1,0.16666666666666666,0.1671312898965338
150,0.1,sigmoid,1,0.6,0.8360655737704918,0.5,0.1,0.16666666666666666,0.1671312898965338
150,0.1,sigmoid,1,0.7000000000000001,0.8360655737704918,0.5,0.1,0.16666666666666666,0.1671312898965338
150,0.1,sigmoid,1,0.8,0.8360655737704918,0.5,0.1,0.16666666666666666,0.1671312898965338
150,0.1,sigmoid,1,0.9,0.819672131147541,0.0,0.0,0.0,-0.05716619504750294
150,0.1,sigmoid,2,0.1,0.23333333333333334,0.17857142857142858,1.0,0.30303030303030304,0.11952286093343936
150,0.1,sigmoid,2,0.2,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
150,0.1,sigmoid,2,0.30000000000000004,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
150,0.1,sigmoid,2,0.4,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
150,0.1,sigmoid,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,sigmoid,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,sigmoid,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,sigmoid,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,sigmoid,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,0.1,sigmoid,3,0.1,0.2833333333333333,0.17307692307692307,1.0,0.29508196721311475,0.1647705109143269
150,0.1,sigmoid,3,0.2,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
150,0.1,sigmoid,3,0.30000000000000004,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
150,0.1,sigmoid,3,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,0.1,sigmoid,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,0.1,sigmoid,3,0.6,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,3,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,3,0.9,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412,0.054690281762322934
150,0.1,sigmoid,4,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
150,0.1,sigmoid,4,0.30000000000000004,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,0.1,sigmoid,4,0.4,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.5,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.6,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,4,0.9,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,5,0.1,0.26666666666666666,0.14285714285714285,0.7777777777777778,0.2413793103448276,-0.04222003309207491
150,0.1,sigmoid,5,0.2,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
150,0.1,sigmoid,5,0.30000000000000004,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
150,0.1,sigmoid,5,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,0.1,sigmoid,5,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,0.1,sigmoid,5,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,0.1,sigmoid,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,5,0.8,0.85,1.0,0.0,0.0,0.0
150,0.1,sigmoid,5,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.1,0.16393442622950818,0.16393442622950818,1.0,0.28169014084507044,0.0
150,1.0,linear,1,0.2,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.30000000000000004,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.4,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.5,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.6,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.7000000000000001,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.1,0.23333333333333334,0.17857142857142858,1.0,0.30303030303030304,0.11952286093343936
150,1.0,linear,2,0.2,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.30000000000000004,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.4,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,linear,3,0.1,0.5333333333333333,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.26035958758213296
150,1.0,linear,3,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
150,1.0,linear,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
150,1.0,linear,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
150,1.0,linear,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,linear,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,linear,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,3,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,3,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
150,1.0,linear,4,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,linear,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.4,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.5,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,5,0.1,0.3,0.16326530612244897,0.8888888888888888,0.27586206896551724,0.07840863288528196
150,1.0,linear,5,0.2,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,linear,5,0.30000000000000004,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,linear,5,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,linear,5,0.5,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,5,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,5,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,linear,5,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,rbf,1,0.1,0.819672131147541,0.46153846153846156,0.6,0.5217391304347826,0.41834503598132505
150,1.0,rbf,1,0.2,0.8524590163934426,0.5714285714285714,0.4,0.47058823529411764,0.39629469648388077
150,1.0,rbf,1,0.30000000000000004,0.8688524590163934,0.6666666666666666,0.4,0.5,0.4485137534646401
150,1.0,rbf,1,0.4,0.8688524590163934,0.6666666666666666,0.4,0.5,0.4485137534646401
150,1.0,rbf,1,0.5,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
150,1.0,rbf,1,0.6,0.8524590163934426,0.6666666666666666,0.2,0.3076923076923077,0.3088361395624583
150,1.0,rbf,1,0.7000000000000001,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
150,1.0,rbf,1,0.8,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
150,1.0,rbf,1,0.9,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
150,1.0,rbf,2,0.1,0.7833333333333333,0.4117647058823529,0.7,0.5185185185185185,0.4135198084867808
150,1.0,rbf,2,0.2,0.7666666666666667,0.25,0.2,0.2222222222222222,0.08770580193070292
150,1.0,rbf,2,0.30000000000000004,0.7666666666666667,0.16666666666666666,0.1,0.125,0.0
150,1.0,rbf,2,0.4,0.7666666666666667,0.16666666666666666,0.1,0.125,0.0
150,1.0,rbf,2,0.5,0.7833333333333333,0.2,0.1,0.13333333333333333,0.02696799449852968
150,1.0,rbf,2,0.6,0.7833333333333333,0.2,0.1,0.13333333333333333,0.02696799449852968
150,1.0,rbf,2,0.7000000000000001,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
150,1.0,rbf,2,0.8,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
150,1.0,rbf,2,0.9,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
150,1.0,rbf,3,0.1,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
150,1.0,rbf,3,0.2,0.9166666666666666,0.6666666666666666,0.8888888888888888,0.7619047619047619,0.7234780434144716
150,1.0,rbf,3,0.30000000000000004,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
150,1.0,rbf,3,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
150,1.0,rbf,3,0.5,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
150,1.0,rbf,3,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
150,1.0,rbf,3,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,rbf,3,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,rbf,3,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,rbf,4,0.1,0.8666666666666667,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.6198132639817399
150,1.0,rbf,4,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
150,1.0,rbf,4,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
150,1.0,rbf,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
150,1.0,rbf,4,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,rbf,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,rbf,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,rbf,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,rbf,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,rbf,5,0.1,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
150,1.0,rbf,5,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
150,1.0,rbf,5,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
150,1.0,rbf,5,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
150,1.0,rbf,5,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
150,1.0,rbf,5,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,rbf,5,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,rbf,5,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,rbf,5,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,poly,1,0.1,0.18032786885245902,0.16666666666666666,1.0,0.2857142857142857,0.05716619504750294
150,1.0,poly,1,0.2,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.30000000000000004,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.4,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.5,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.6,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.7000000000000001,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.1,0.16666666666666666,0.16666666666666666,1.0,0.2857142857142857,0.0
150,1.0,poly,2,0.2,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.30000000000000004,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.4,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
150,1.0,poly,3,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.30000000000000004,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,poly,4,0.1,0.13333333333333333,0.13559322033898305,0.8888888888888888,0.23529411764705882,-0.3099115966531633
150,1.0,poly,4,0.2,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.4,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.5,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,4,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.1,0.15,0.15,1.0,0.2608695652173913,0.0
150,1.0,poly,5,0.2,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.4,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.5,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,poly,5,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,1,0.1,0.4262295081967213,0.1951219512195122,0.8,0.3137254901960784,0.12061535195691343
150,1.0,sigmoid,1,0.2,0.8360655737704918,0.5,0.5,0.5,0.4019607843137255
150,1.0,sigmoid,1,0.30000000000000004,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
150,1.0,sigmoid,1,0.4,0.8852459016393442,0.8,0.4,0.5333333333333333,0.5133784403042143
150,1.0,sigmoid,1,0.5,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
150,1.0,sigmoid,1,0.6,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
150,1.0,sigmoid,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
150,1.0,sigmoid,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,sigmoid,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
150,1.0,sigmoid,2,0.1,0.25,0.18181818181818182,1.0,0.3076923076923077,0.13483997249264842
150,1.0,sigmoid,2,0.2,0.7833333333333333,0.2,0.1,0.13333333333333333,0.02696799449852968
150,1.0,sigmoid,2,0.30000000000000004,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
150,1.0,sigmoid,2,0.4,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
150,1.0,sigmoid,2,0.5,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
150,1.0,sigmoid,2,0.6,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
150,1.0,sigmoid,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,sigmoid,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,sigmoid,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,1.0,sigmoid,3,0.1,0.25,0.16666666666666666,1.0,0.2857142857142857,0.140028008402801
150,1.0,sigmoid,3,0.2,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.11779030380392652
150,1.0,sigmoid,3,0.30000000000000004,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
150,1.0,sigmoid,3,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,sigmoid,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,sigmoid,3,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,3,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,3,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.1,0.2,0.15789473684210525,1.0,0.2727272727272727,0.09637388493048533
150,1.0,sigmoid,4,0.2,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
150,1.0,sigmoid,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.4,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.5,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.6,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,4,0.9,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,5,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
150,1.0,sigmoid,5,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
150,1.0,sigmoid,5,0.30000000000000004,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,1.0,sigmoid,5,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,sigmoid,5,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,1.0,sigmoid,5,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,1.0,sigmoid,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,5,0.8,0.85,1.0,0.0,0.0,0.0
150,1.0,sigmoid,5,0.9,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.1,0.16393442622950818,0.16393442622950818,1.0,0.28169014084507044,0.0
150,10.0,linear,1,0.2,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.30000000000000004,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.4,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.5,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.6,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.7000000000000001,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.1,0.23333333333333334,0.17857142857142858,1.0,0.30303030303030304,0.11952286093343936
150,10.0,linear,2,0.2,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.30000000000000004,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.4,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
150,10.0,linear,3,0.1,0.5333333333333333,0.22857142857142856,0.8888888888888888,0.36363636363636365,0.26035958758213296
150,10.0,linear,3,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
150,10.0,linear,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
150,10.0,linear,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
150,10.0,linear,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,10.0,linear,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,10.0,linear,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,3,0.8,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,3,0.9,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045,0.07800764512385157
150,10.0,linear,4,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,10.0,linear,4,0.30000000000000004,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.4,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.5,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.6,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.8,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,4,0.9,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,5,0.1,0.3,0.16326530612244897,0.8888888888888888,0.27586206896551724,0.07840863288528196
150,10.0,linear,5,0.2,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
150,10.0,linear,5,0.30000000000000004,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
150,10.0,linear,5,0.4,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
150,10.0,linear,5,0.5,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,5,0.6,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,5,0.8,0.85,1.0,0.0,0.0,0.0
150,10.0,linear,5,0.9,0.85,1.0,0.0,0.0,0.0
