dt__max_depth,dt__min_samples_split,dt__min_samples_leaf,dt__criterion,dt__max_features,fold,threshold,accuracy,precision,recall,f1,mcc
30,5,2,entropy,log2,1,0.6,0.7666666666666667,0.38095238095238093,0.8888888888888888,0.5333333333333333,0.47461853595758285
30,5,2,entropy,log2,1,0.7000000000000001,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
30,5,2,entropy,log2,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
30,5,2,entropy,log2,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
30,5,2,entropy,log2,2,0.1,0.5333333333333333,0.21212121212121213,0.7777777777777778,0.3333333333333333,0.19233570630834124
30,5,2,entropy,log2,2,0.2,0.5333333333333333,0.21212121212121213,0.7777777777777778,0.3333333333333333,0.19233570630834124
30,5,2,entropy,log2,2,0.30000000000000004,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
30,5,2,entropy,log2,2,0.4,0.7,0.30434782608695654,0.7777777777777778,0.4375,0.3408069797984201
30,5,2,entropy,log2,2,0.5,0.7,0.30434782608695654,0.7777777777777778,0.4375,0.3408069797984201
30,5,2,entropy,log2,2,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
30,5,2,entropy,log2,2,0.7000000000000001,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
30,5,2,entropy,log2,2,0.8,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
30,5,2,entropy,log2,2,0.9,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
30,5,2,entropy,log2,3,0.1,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
30,5,2,entropy,log2,3,0.2,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
30,5,2,entropy,log2,3,0.30000000000000004,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765
30,5,2,entropy,log2,3,0.4,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
30,5,2,entropy,log2,3,0.5,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
30,5,2,entropy,log2,3,0.6,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
30,5,2,entropy,log2,3,0.7000000000000001,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
30,5,2,entropy,log2,3,0.8,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
30,5,2,entropy,log2,3,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
30,5,2,entropy,log2,4,0.1,0.6610169491525424,0.28,0.7777777777777778,0.4117647058823529,0.30397798337887066
30,5,2,entropy,log2,4,0.2,0.7627118644067796,0.3076923076923077,0.4444444444444444,0.36363636363636365,0.22939825634660863
30,5,2,entropy,log2,4,0.30000000000000004,0.7627118644067796,0.2727272727272727,0.3333333333333333,0.3,0.16001893827313254
30,5,2,entropy,log2,4,0.4,0.7627118644067796,0.2727272727272727,0.3333333333333333,0.3,0.16001893827313254
30,5,2,entropy,log2,4,0.5,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
30,5,2,entropy,log2,4,0.6,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
30,5,2,entropy,log2,4,0.7000000000000001,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
30,5,2,entropy,log2,4,0.8,0.8305084745762712,0.42857142857142855,0.3333333333333333,0.375,0.2816747403312185
30,5,2,entropy,log2,4,0.9,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365,0.44151078568834795
30,5,2,entropy,log2,5,0.1,0.4745762711864407,0.17142857142857143,0.75,0.27906976744186046,0.12640434284399646
30,5,2,entropy,log2,5,0.2,0.4745762711864407,0.17142857142857143,0.75,0.27906976744186046,0.12640434284399646
30,5,2,entropy,log2,5,0.30000000000000004,0.6440677966101694,0.21739130434782608,0.625,0.3225806451612903,0.19097553214729596
30,5,2,entropy,log2,5,0.4,0.6440677966101694,0.21739130434782608,0.625,0.3225806451612903,0.19097553214729596
30,5,2,entropy,log2,5,0.5,0.6440677966101694,0.21739130434782608,0.625,0.3225806451612903,0.19097553214729596
30,5,2,entropy,log2,5,0.6,0.6440677966101694,0.21739130434782608,0.625,0.3225806451612903,0.19097553214729596
30,5,2,entropy,log2,5,0.7000000000000001,0.9152542372881356,1.0,0.375,0.5454545454545454,0.5843952918554847
30,5,2,entropy,log2,5,0.8,0.9152542372881356,1.0,0.375,0.5454545454545454,0.5843952918554847
30,5,2,entropy,log2,5,0.9,0.8983050847457628,1.0,0.25,0.4,0.47295265146345866
30,5,5,gini,,1,0.1,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
30,5,5,gini,,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
30,5,5,gini,,1,0.30000000000000004,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,gini,,1,0.4,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,gini,,1,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,1,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,1,0.7000000000000001,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,gini,,1,0.8,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,gini,,1,0.9,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,gini,,2,0.1,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
30,5,5,gini,,2,0.2,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
30,5,5,gini,,2,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,2,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,gini,,3,0.1,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,gini,,3,0.2,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,gini,,3,0.30000000000000004,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,gini,,3,0.4,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,gini,,3,0.5,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,gini,,3,0.6,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,gini,,3,0.7000000000000001,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,gini,,3,0.8,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,gini,,3,0.9,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,gini,,4,0.1,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,gini,,4,0.2,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,gini,,4,0.30000000000000004,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,gini,,4,0.4,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,gini,,4,0.5,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,gini,,4,0.6,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,gini,,4,0.7000000000000001,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,gini,,4,0.8,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,gini,,4,0.9,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,gini,,5,0.1,0.9152542372881356,0.6153846153846154,1.0,0.7619047619047619,0.7450186510060725
30,5,5,gini,,5,0.2,0.9152542372881356,0.6153846153846154,1.0,0.7619047619047619,0.7450186510060725
30,5,5,gini,,5,0.30000000000000004,0.9661016949152542,0.8,1.0,0.8888888888888888,0.8767140075192094
30,5,5,gini,,5,0.4,0.9661016949152542,0.8,1.0,0.8888888888888888,0.8767140075192094
30,5,5,gini,,5,0.5,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
30,5,5,gini,,5,0.6,0.9322033898305084,0.75,0.75,0.75,0.7107843137254902
30,5,5,gini,,5,0.7000000000000001,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
30,5,5,gini,,5,0.8,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
30,5,5,gini,,5,0.9,0.9491525423728814,0.8571428571428571,0.75,0.8,0.7732777082878342
30,5,5,gini,sqrt,1,0.1,0.7,0.32,0.8888888888888888,0.47058823529411764,0.40237390808147827
30,5,5,gini,sqrt,1,0.2,0.7,0.30434782608695654,0.7777777777777778,0.4375,0.3408069797984201
30,5,5,gini,sqrt,1,0.30000000000000004,0.7333333333333333,0.3157894736842105,0.6666666666666666,0.42857142857142855,0.31607251530568425
30,5,5,gini,sqrt,1,0.4,0.7333333333333333,0.3157894736842105,0.6666666666666666,0.42857142857142855,0.31607251530568425
30,5,5,gini,sqrt,1,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
30,5,5,gini,sqrt,1,0.6,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
30,5,5,gini,sqrt,1,0.7000000000000001,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
30,5,5,gini,sqrt,1,0.8,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
30,5,5,gini,sqrt,1,0.9,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
30,5,5,gini,sqrt,2,0.1,0.7166666666666667,0.34615384615384615,1.0,0.5142857142857142,0.48038446141526137
30,5,5,gini,sqrt,2,0.2,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
30,5,5,gini,sqrt,2,0.30000000000000004,0.85,0.5,1.0,0.6666666666666666,0.6416889479197478
30,5,5,gini,sqrt,2,0.4,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
30,5,5,gini,sqrt,2,0.5,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
30,5,5,gini,sqrt,2,0.6,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
30,5,5,gini,sqrt,2,0.7000000000000001,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
30,5,5,gini,sqrt,2,0.8,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
30,5,5,gini,sqrt,2,0.9,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
30,5,5,gini,sqrt,3,0.1,0.8166666666666667,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.5398335593610577
30,5,5,gini,sqrt,3,0.2,0.8166666666666667,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.5398335593610577
30,5,5,gini,sqrt,3,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
30,5,5,gini,sqrt,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
30,5,5,gini,sqrt,3,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
30,5,5,gini,sqrt,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
30,5,5,gini,sqrt,3,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
30,5,5,gini,sqrt,3,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
30,5,5,gini,sqrt,3,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
30,5,5,gini,sqrt,4,0.1,0.8305084745762712,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5101132111752137
30,5,5,gini,sqrt,4,0.2,0.8305084745762712,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5101132111752137
30,5,5,gini,sqrt,4,0.30000000000000004,0.8305084745762712,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5101132111752137
30,5,5,gini,sqrt,4,0.4,0.847457627118644,0.5,0.7777777777777778,0.6086956521739131,0.5390206024601872
30,5,5,gini,sqrt,4,0.5,0.864406779661017,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5706040662066904
30,5,5,gini,sqrt,4,0.6,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
30,5,5,gini,sqrt,4,0.7000000000000001,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
30,5,5,gini,sqrt,4,0.8,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
30,5,5,gini,sqrt,4,0.9,0.9322033898305084,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7377777777777778
30,5,5,gini,sqrt,5,0.1,0.8305084745762712,0.4444444444444444,1.0,0.6153846153846154,0.5977444896822837
30,5,5,gini,sqrt,5,0.2,0.847457627118644,0.47058823529411764,1.0,0.64,0.6225297202504919
30,5,5,gini,sqrt,5,0.30000000000000004,0.9322033898305084,0.6666666666666666,1.0,0.8,0.7838233761296739
30,5,5,gini,sqrt,5,0.4,0.9322033898305084,0.7,0.875,0.7777777777777778,0.7447596033262671
30,5,5,gini,sqrt,5,0.5,0.9322033898305084,0.7,0.875,0.7777777777777778,0.7447596033262671
30,5,5,gini,sqrt,5,0.6,0.9152542372881356,0.6666666666666666,0.75,0.7058823529411765,0.6581316394931646
30,5,5,gini,sqrt,5,0.7000000000000001,0.9152542372881356,0.6666666666666666,0.75,0.7058823529411765,0.6581316394931646
30,5,5,gini,sqrt,5,0.8,0.9152542372881356,0.6666666666666666,0.75,0.7058823529411765,0.6581316394931646
30,5,5,gini,sqrt,5,0.9,0.9152542372881356,0.6666666666666666,0.75,0.7058823529411765,0.6581316394931646
30,5,5,gini,log2,1,0.1,0.38333333333333336,0.1956521739130435,1.0,0.32727272727272727,0.23175081423308572
30,5,5,gini,log2,1,0.2,0.38333333333333336,0.1956521739130435,1.0,0.32727272727272727,0.23175081423308572
30,5,5,gini,log2,1,0.30000000000000004,0.38333333333333336,0.1956521739130435,1.0,0.32727272727272727,0.23175081423308572
30,5,5,gini,log2,1,0.4,0.38333333333333336,0.1956521739130435,1.0,0.32727272727272727,0.23175081423308572
30,5,5,gini,log2,1,0.5,0.38333333333333336,0.1956521739130435,1.0,0.32727272727272727,0.23175081423308572
30,5,5,gini,log2,1,0.6,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,1,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,1,0.8,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,1,0.9,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,2,0.1,0.55,0.23529411764705882,0.8888888888888888,0.37209302325581395,0.27315979178514865
30,5,5,gini,log2,2,0.2,0.55,0.23529411764705882,0.8888888888888888,0.37209302325581395,0.27315979178514865
30,5,5,gini,log2,2,0.30000000000000004,0.55,0.23529411764705882,0.8888888888888888,0.37209302325581395,0.27315979178514865
30,5,5,gini,log2,2,0.4,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
30,5,5,gini,log2,2,0.5,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
30,5,5,gini,log2,2,0.6,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
30,5,5,gini,log2,2,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,2,0.8,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,2,0.9,0.85,1.0,0.0,0.0,0.0
30,5,5,gini,log2,3,0.1,0.8166666666666667,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.5398335593610577
30,5,5,gini,log2,3,0.2,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.30000000000000004,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.4,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.5,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.6,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.7000000000000001,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.8,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,gini,log2,3,0.9,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
30,5,5,gini,log2,4,0.1,0.4067796610169492,0.175,0.7777777777777778,0.2857142857142857,0.09062808776752194
30,5,5,gini,log2,4,0.2,0.423728813559322,0.1794871794871795,0.7777777777777778,0.2916666666666667,0.10464973459864554
30,5,5,gini,log2,4,0.30000000000000004,0.423728813559322,0.1794871794871795,0.7777777777777778,0.2916666666666667,0.10464973459864554
30,5,5,gini,log2,4,0.4,0.423728813559322,0.1794871794871795,0.7777777777777778,0.2916666666666667,0.10464973459864554
30,5,5,gini,log2,4,0.5,0.423728813559322,0.1794871794871795,0.7777777777777778,0.2916666666666667,0.10464973459864554
30,5,5,gini,log2,4,0.6,0.6779661016949152,0.2727272727272727,0.6666666666666666,0.3870967741935484,0.25775443049023705
30,5,5,gini,log2,4,0.7000000000000001,0.847457627118644,1.0,0.0,0.0,0.0
30,5,5,gini,log2,4,0.8,0.847457627118644,1.0,0.0,0.0,0.0
30,5,5,gini,log2,4,0.9,0.847457627118644,1.0,0.0,0.0,0.0
30,5,5,gini,log2,5,0.1,0.3050847457627119,0.14893617021276595,0.875,0.2545454545454545,0.07713155562978175
30,5,5,gini,log2,5,0.2,0.5423728813559322,0.14814814814814814,0.5,0.22857142857142856,0.033685503477268466
30,5,5,gini,log2,5,0.30000000000000004,0.5423728813559322,0.14814814814814814,0.5,0.22857142857142856,0.033685503477268466
30,5,5,gini,log2,5,0.4,0.5423728813559322,0.14814814814814814,0.5,0.22857142857142856,0.033685503477268466
30,5,5,gini,log2,5,0.5,0.5423728813559322,0.14814814814814814,0.5,0.22857142857142856,0.033685503477268466
30,5,5,gini,log2,5,0.6,0.5423728813559322,0.14814814814814814,0.5,0.22857142857142856,0.033685503477268466
30,5,5,gini,log2,5,0.7000000000000001,0.8813559322033898,0.6,0.375,0.46153846153846156,0.4127704544604986
30,5,5,gini,log2,5,0.8,0.9152542372881356,1.0,0.375,0.5454545454545454,0.5843952918554847
30,5,5,gini,log2,5,0.9,0.9152542372881356,1.0,0.375,0.5454545454545454,0.5843952918554847
30,5,5,entropy,,1,0.1,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
30,5,5,entropy,,1,0.2,0.8666666666666667,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5721576125703091
30,5,5,entropy,,1,0.30000000000000004,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,entropy,,1,0.4,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
30,5,5,entropy,,1,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,entropy,,1,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
30,5,5,entropy,,1,0.7000000000000001,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,entropy,,1,0.8,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,entropy,,1,0.9,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,entropy,,2,0.1,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353,0.9336995618478525
30,5,5,entropy,,2,0.2,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353,0.9336995618478525
30,5,5,entropy,,2,0.30000000000000004,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.4,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.5,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.6,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.7000000000000001,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.8,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,2,0.9,0.9666666666666667,1.0,0.7777777777777778,0.875,0.8651171440654583
30,5,5,entropy,,3,0.1,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.2,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.30000000000000004,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.4,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.5,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.6,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446
30,5,5,entropy,,3,0.7000000000000001,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,entropy,,3,0.8,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,entropy,,3,0.9,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,entropy,,4,0.1,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,entropy,,4,0.2,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,entropy,,4,0.30000000000000004,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,entropy,,4,0.4,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,entropy,,4,0.5,0.9491525423728814,0.875,0.7777777777777778,0.8235294117647058,0.7958258477559189
30,5,5,entropy,,4,0.6,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,entropy,,4,0.7000000000000001,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,entropy,,4,0.8,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,entropy,,4,0.9,0.9661016949152542,1.0,0.7777777777777778,0.875,0.8647908694379514
30,5,5,entropy,,5,0.1,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.2,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.30000000000000004,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.4,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.5,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.6,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.7000000000000001,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.8,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,,5,0.9,0.9661016949152542,0.875,0.875,0.875,0.8553921568627451
30,5,5,entropy,sqrt,1,0.1,0.8,0.4117647058823529,0.7777777777777778,0.5384615384615384,0.46094194507635605
30,5,5,entropy,sqrt,1,0.2,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.5120196528544808
30,5,5,entropy,sqrt,1,0.30000000000000004,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
30,5,5,entropy,sqrt,1,0.4,0.85,0.5,0.7777777777777778,0.6086956521739131,0.5407518998772
30,5,5,entropy,sqrt,1,0.5,0.8333333333333334,0.46153846153846156,0.6666666666666666,0.5454545454545454,0.4588590754276736
30,5,5,entropy,sqrt,1,0.6,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
30,5,5,entropy,sqrt,1,0.7000000000000001,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
30,5,5,entropy,sqrt,1,0.8,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
30,5,5,entropy,sqrt,1,0.9,0.85,0.5,0.2222222222222222,0.3076923076923077,0.2619684159977919
30,5,5,entropy,sqrt,2,0.1,0.8,0.42105263157894735,0.8888888888888888,0.5714285714285714,0.5167534774045314
30,5,5,entropy,sqrt,2,0.2,0.8166666666666667,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.5398335593610577
30,5,5,entropy,sqrt,2,0.30000000000000004,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
30,5,5,entropy,sqrt,2,0.4,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
30,5,5,entropy,sqrt,2,0.5,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
30,5,5,entropy,sqrt,2,0.6,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
30,5,5,entropy,sqrt,2,0.7000000000000001,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
30,5,5,entropy,sqrt,2,0.8,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,entropy,sqrt,2,0.9,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
30,5,5,entropy,sqrt,3,0.1,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
30,5,5,entropy,sqrt,3,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765,0.6590820436573076
30,5,5,entropy,sqrt,3,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
30,5,5,entropy,sqrt,3,0.4,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
